Although court jaane mein inka fayda hai. Chaar hearings mein baat saaf ho jayegi ki ye kya deserve karti hain aur inko is company se kya milna chahiye. | STD
Actually dekhiye kya hua ki iska plan jo hai na vo aakhri moment pe bana. Ticket banane ka time hi nahin tha. Vaise aap ko to pata hi hai ki train khaali hai. To aap ab inki ticket bana deejiye, no problem. Hai na? Bhaisaab aap convince ho gaye hain ya main aur boloon. | STD
Kahan ki ticket banaoon? | STD
Kahan jaana hai aapne? | STD
Ye train kahan jaati hai? | STD
Kya? | STD
Last stop. Dilli. Dilli ki ticket banaiye. Dekhiye, main aapko bata hi doo ki haadsa hua hai inke saath. Bura waqt hai. Tab hi ye Dilli. | HUM
Kya boss? Chakkar kya hai? Drugs shrugs lee hai? | DEL
Dekho aisa hai ki life mein koi problem hai to mujhe bata sakte ho. I don’t mind. Bata do. Bade saare dost mujhe apni problems batate hain aur main unhien solve karti hoon, pata hai? Us type ki hoon main agony aunt hoti hai na, magazines mein article aate hain? Vaisi To batao kya baat hai. Bolo. Batao batao, sharmao nahin. Batao kya problem hai. Bolo na. | STD
Tum ho meri problem. Tum Bolti ja rahi ho, bolti ja rahi ho Tumhien samajh mein nahin aa raha ki main tumse baat karne mein interested nahin hoon? Main nahin baat karna chahta tumse. Mujhe nahin janna hai ki tum Bhatinda se aayi ho ya Banaras se ab tak hostel mein rehti thi ya brothel mein. Mujhe maaf karo, please. | STD
Brothel vaali baat theek nahin thi. | STD
I’m sorry. Really I’m sorry. Mera vo matlab nahin tha. | STD
Main jaanti hoon. Clearly dikh raha hai ki maha upset ho tum kisi baat se. Tab hi mujhpar bhi upset ho gaye aur bakwaas karne lage. Magar it’s okay. Main bura nahin maan rahi hoon, haan? Actually aaj kal mujhe kisi baat ka bura nahin lagta. Pata hai kyon? Kyonki meri shaadi hone waali hai. Bahut jaldi. Aur suno, bhaag ke shaadi kar rahi hoon. Vo sikh nahin hai na, log manenge nahin. Magar shaadi ho jaane ke baad koi kya kar sakta hai? Ja ke pairon pe gir jaana hai unke, maaf to karna hi padega. Manali mein rehta hai vo. Shaadi ke baad hum pahadon mein rahenge. Mujhe na pahad bahut pasand hain. Really | STD
Ek to ye hill aur mountain ke beech fark kya hai mujhe aaj tak samajh nahin aayi. Bade hills mountain hote hain magar kitne bade? Koi aisi measurement hai? | STD
Bachpan se hi na mujhe shadi karne ka craze hai by god. Aur ab to main ruk hi nain sakti. Bas wait kar rahi thi ki mera college khatam ho jaye aur uski travel agency shuroo ho jaye. | STD
Last few years mein hi hua hai ye sab trains time par chalne lagi hain aur flights ke baare mein to ji jab bhi pata karo to delayed. Kamaal hai, agar humein delayed hi jaana hota to flight se kyon jaate? | STD
jab ki na joote achche nahin milte vahan Tab hi to main | STD
Arey | STD
Oye Train chhoot rahi hai. | DEL
Arey suno O hero Hello | STD
Naam kya hai? | STD
O bhaisaab | STD
Bhaisaab naam hai? | STD
Arey idhar dekho | STD
Aapke saath hai? | STD
Arey yaar | STD
O bhaisaab | STD
O behenji, kya kar rahi hain? | STD
Arey O mister, train chhoot rahi hai. Oye | DEL
O kaali pant O Bombay waale, suno Arey She reaches him, pushes him. He turns to her. | DEL
Paagal ho tum? Train jaa rahi hai, chalo. | STD
Kya Maro saale | DEL
Arey, arey, arey | STD
Arey, dekho to Dekho kya kar diya | STD
Bhaag rahi hai, iska harjaana kaun bharega? | STD
Arey chhodo train ja rahi hai | STD
Roko Train ko roko. Arey koi chain kheencho. Roko train ko Arey | STD
Arey itni moti aurat, itna bada tokra, kisi andhe ko bhi dikh jaaye aur ye paagal Kya jaane kis kis kone mein ghus gaye hain tamatar. Arey saamne se to main bhi le loongi udhar waale do | STD
Kis duniya mein ho tum, haan? Meri train miss kara dee hai tumne. Mera saara samaan, sab kuch chala gaya aur main in kapdon mein, slippers pehne, Barnagar naam ke station ke is godforsaken platform par khadi hoon aur ab main kya karoongi? Haan? | STD
Kisne kaha tha tumhein train se utarne ko? Tum apne kaam se kaam nahin rakh sakti? | STD
O Meri ghalti hai? Besharam Main tumhaari help kar rahi thi. Tumhein thank you bolna chahiye. Aur tum attitude dikha rahe ho? | STD
Okay. Thank you. Thank you ki tumne meri madad karne ki koshish ki. Theek hai? Ab mera peecha chhodogi? | STD
Peecha chhodogi? Achcha Itna aasaan nahin hai. Tumhaari vajah se meri train miss hui hai to ab tum mujhe Bhatinda pahunchaoge, mere ghar tak, aur mere saare saamaan ke saath? Ji haan. Main tumhein chhodne waali nahin hoon, koi doubt mat rakhna dil mein. Sikhni hoon main Bhatinda ki. | DEL
Arey Bhaag raha hai | STD
Arey padko Pakdo us aadmi ko. Chor hai, chor Bhaag raha hai chor, pakdo | STD
Ruk | STD
Hat | STD
Nalayak. Vardi utaar ke phenk do. | STD
Jaldi karo. | STD
Chalo, chalo, chalo. | STD
Haan haan ho gaya, sun lee oopar waale ne, ab chalo. | STD
Ye kya kar rahe ho tum? Aise train pakdenge hum? | STD
Train to aap kaise bhi na pakdenge. Ratlam hai agla tesan. Sau kilometer. | EUP
Zara gaadi rokna. | STD
Haan? | STD
Gaadi roko. | STD
Arey kya hua? | STD
Ek minute. | STD
Oh God. Thodi der ruk nahin sakte? | STD
Andar chalo. | STD
Arey, arey Ye kya kar rahe hain? | STD
Aaa aaaa Arey ek minute roko roko. | STD
Arey disturb mat karo, accident ho jayega. | STD
Mark three mark three ambassador hai Ae saab ae Arey please | STD
Shh shh shh. | STD
Please bol rahe hain Aap Eighty dekho, dekho Hil rahi hai, hil rahi hai | EUP
Tum tension mat lo, suno meri baat. | STD
Kya kar rahe ho? Zameen bech ke gaadi liye hain kheti se kuch mile hai kya? Bolo? | STD
Ye jo saab hain na, koi mamooli aadmi nahin hain Style dekh rahe ho inka? Bahut paise hain inke paas. | STD
Ye gaadi gayee to khel khatam. | STD
Aur kyonki hum sab is situation mein inki vajah se hai, to kuch bhi tootega, uska poora damage ye denge. Main dilvaoongi, ghabrao mat. | STD
Paisa. Arey bhaag rahe hain | STD
Arey paisa do Ruko | STD
Roko unko, roko. Bhaag ke kahan jaoge? Ruko | STD
Jao andar. | STD
Aur tum? | STD
Dekho. Ab aur meri help mat karna. Please. Apne kaam se | STD
Mera paisa paisa do, mera paisa baaki hai. | STD
Abey ruk. | STD
Dekho kitna hai | STD
Change borrow kar sakti hoon Paani lena hai. | STD
Aur hai na? | STD
Train mein return karti hoon | STD
Tu chup-chaap khada reh, main de raha hoon paise. | STD
Paani. | STD
Saans band ho gayee by god. Cola shola sab apni jagah par hai par paani ka kaam paani hi karta hai. Kehte hain na best things in the world are free Vaise ab paani to free raha nahin Kitne ka hai? | DEL
Chaudah rupiya | STD
Kyon? Railway ke daam to kam hote hain. | STD
Yehi rate hai | STD
Achcha? Consumer court se poochoon kya rate hai? Hain? Ulloo banaate ho? | STD
Do rupiya ke liye itna jhik-jhik? | STD
Do rupaye kuch nahin hote to chori kyon kar rahe ho? | STD
Chori | STD
Aur kya? Aur kehte ho main jhik-jhik kar rahi hoon? Paise do vaapas. | STD
Roko Train ko roko. Arey koi chain kheencho. Roko train ko Arey | STD
Kota hai agla station. Main vahan ke station master ko inform kar doonga. Master Vo aapka samaan rakh lenge. | STD
Aur to kuch nahin ho sakta hai. | STD
Main vahan pahunchoongi kaise? Shit. | STD
Kaun bola train se utarne? | STD
Hoshiyar rehna chahiye tha. Ab kya karogi? | STD
Javani ka josh. Samajhte nahin ho. Nahin. Bilkul nahin. Dekho | STD
Zindagi rail ki patri hai. Ek inch ka bend aur aage chal ke meelon ki doori. Ab dekho. Ek choti si bhool tumhaari saari zindagi badal sakti hai. | STD
Meri bhi kayee train chhooti hai. Par un dinon main mard tha matlab ki mard hoon main, ab bhi par tum ladki ho. Akeli ladki khuli hui tijori hoti hai. Tumko pata hai kya ho sakta hai tumhaare saath? Pata hai? Main baata hoon. Dekho | STD
Aapse poochhna tha aap jo ye sab bol rahe hain, iske paise charge karte hai ya ye muft ka gyaan hai? | STD
Nahin ye to muft hai | STD
Good Kyonki chillad nahin hai mere paas. Dekho Buddhe Bakwaas band karo aur apna kaam karo. Kota ko message bhejo, baaki meri problem hai, main samhaal loongi. Chalo phone milao. | STD
Aapka paani. | STD
Bahut bura hua. | STD
Ka baat hai bhai? Ka hua? | STD
Train chhoot gayee bechari ki. | STD
Arey arey. | STD
Subah tak doosri koi train bhi nahin hai. | STD
Dhat teri ki. Akeli hai? | EUP
Haan. | STD
Tch tch tch tch. Ab ka karegi ye? | STD
Vohi to. Tum to jaante ho. Akeli ladki khuli hui tijori ke jaisi hoti hai. | STD
Suno tum. Natak mat karo samkje? Phuto yahan se. Chalo. | DEL
Arey? Hum koi bam hain jo phoot jayenge? Samajhne ki koshish keejiye. Iske pahle ki koi apka ghalat fayda utha le, hum soche ki hum help kar dete hain. | STD
Raat ko yahan mat rehne dena. Thoda kasht hoga tumko magar kaheen le jao isko. | STD
Haan aur koi upay bhi nahin hai. | STD
Zyada smart banne ki koshish mat karo, samjhe? Chalo niklo yahan se. Vendor | STD
Hadd ho gayee. Matlab ki sarafat ka jamaana hi nahin raha. | HUM
Batao | STD
Hum aapko sahi jagah le ja rahe hai aur aap | STD
Shut up. Chamaat maroongi aur bakwaas kee to. | DEL
Kha le chamaat. Isi bahaane choo to legi kam se kam. | EUP
Theek hai. Aapko isi mein khushi milti hai to maariye humein. | HUM
Armaan poore kar leejiye aap. Maariye. | HUM
Kya hua? Kahan chaleen? Arey maariye na Nahin hum to aaj chamaat kha ke hi rahenge. | HUM
Suno | STD
Chal. | STD
Kya hua? Chal. | STD
Ek aadmi main. Full night, jagah meri. | STD
Nahin. Main | STD
Kya? | STD
Main vo nahin hoon. | STD
Kya nahin hai? | STD
Vohi | STD
Haan? | STD
Arey yaar tu bol na paisa main deta hoon. Nakhra kyon dikha rahi hai? | STD
O Anarkali. Sun idhar aa. | STD
Sun | STD
Kyon kasrat kara rahi hai raat ko? Paisa bol. Jo bhi hoga main doonga. Ruk ek minute ruk | STD
Arey? Ye kya natak kar rahi hai? | STD
Thank you babaji thank you. O god. Aaj pata nahin kya hone waala tha. Thank God. Thank you thank you thank you. | DEL
Phir se train miss kar dee? Haan? Aur ye joker kaun hai bike pe? | STD
Hi. Mera naam Geet hai. | STD
Aditya. | STD
Aditya. Pleased to meet you. Aur itni pleased by god main kisi se mil kar nahin hui jitni abhi tumse mil kar ho rahi hoon. Kyonki vo tum ho jiski vajah se ye saari problem shuroo hui hai. Kaha tha na maine koi doubt mat rakhna, main chooddongi nahin tumhein? | STD
Chhodoge tum mujhe ghar tak. Tumhaare wallet mein paise hain, dekh liya hai maine. Hum yahan kisi hotel mein subah hone ki wait karenge, phir Kota se samaan uthaenge, phir all the way to Bhatinda. Chalo | STD
Aa jao, aa jao. Ye kadve looks chalte-chalte bhi de sakte ho. Come. | STD
Ratlam. I mean come on. Hadd ho gayee yaar. Kya matlab hai iska, ki main Ratlam ki galiyon mein ghoom rahi hoon. Hain? Train se dekhti thi main ye ghar ye galiyaan. Zindagi bhi kamaal hai, hain na? | STD
Bahut mazaa aa raha hai na? Picnic par aaye hain hum log. Tumhein utha kar museum mein rakh dena chahiye. Tumhein dekhne ke liye ticket lagni chahiye. | STD
Aye hai. Kya baat hai. Aur tumhein kahan rakhna chahiye? Train mein ho magar pata nahin train kahan jaati hai. Anjaan kisi station mein utar jaate ho, phir pagalon ki tarah gaadi chala kar almost meri jaan le kar yahan pahunchte ho, aur yahan kya andhere raaste par akele chale ja rahe ho Ratlam ki galiyon mein. Yaar tumhaari problem hai kya aakhir, bata hi do ab. | STD
Sorry sorry, bhool gayee thi. Tum apne problems kisi se share nahin karte. Right, right. Bachchan ke fan ho kya? Angry young man. Aaj khush to bahut hoge tum. Hain? Agneepath, agneepath Batao na. Achcha favourite hero kaun hai tumhara bolo Arey ye to batao, ye to koi secret nahin hai | STD
Kya kar raha hoon main? Kahan aa gaya hoon? Kyon? | STD
Credit card accept karte ho? | STD
Credit Tarrif kya hai? | STD
Kya? | STD
Din ke kitne paise lete ho ek room ke liye? | STD
Aapko room ghante ke hisaab se chahiye? | STD
Jitna pooch raha hoon utna hi bolo. Ek din ka kitna charge hai? | STD
Din bhar ke liye kyon chahiye? Humein kaun sa din bhar rehna hai? | STD
Suno. Main baat kar raha hoon. | STD
Haan, bahut kamaal baat kar rahe ho. Paise pehle se kam hain aur Humein room ghante ke hisaab se chahiye. | STD
Geet | STD
Be practical yaar. Ismein sharam ki kya baat hai. Humein kuch hi ghanton ka kaam hai. Hum per hour pe room lenge. | STD
Kitne ghante ke liye? | STD
Do? Do ghante kaafi honge? | STD
Achcha chalo safe side teen ghante. Teen ghante to more than enough hain. | STD
Teen ghante. | STD
Okay. | STD
Kahan mili? | STD
Train mein. | STD
Train mein bhi? Train mein? Idea hai. | STD
Vaise ye kaisi lagi? | STD
Kaddak hai. Beauty. | EUP
Thank you. | STD
Kya khusar-phusar kar rahe the uske saath? | STD
Tum bahut badi cartoon ho. Pata hai tumhein? | STD
Ho sakta hai. Magar mujhe karate aata hai. | STD
To? | STD
Bus, bata rahi hoon. Brown belt hoon main. | STD
Oh, tumhein karate aata hai, matlab agar main tumhein rape karne ki koshish karoon to tum mujhe karate kar dogi. | STD
Ho sakta hai. I mean yes. Bilkul. Dekhne mein aisi lagti hoon magar bade saare logon ko maar giraya hai maine. | STD
Don’t worry. Main tumhein rape nahin karne waala hoon. | STD
Tum kar hi nahin sakte ho. | STD
Main karna chahta hi nahin hoon. | STD
Chaho bhi to nahin kar sakte. | STD
Tum kya mujhe chaabi laga rahi ho? Ki main rape attempt karoon? | STD
Nahin main bus clear kar rahi hoon. Tumhein koi wrong signal na mile. Station ke baahar maine tumhein hug kiya aur kaha kisi hotel mein chalte hain. Pata nahin tum kya soch rahe hoge Vo bhi tumhaare jaisa aadmi. | STD
Mere jaisa aadmi matlab? | STD
Bombay mein ghoomti hongi tumhaare aas paas us type ki girls. Magar main bata doon ki main bilkul vaisi nahin hoon. Sochna bhi mat. Old fashioned hoon main one man woman. Aur ye dekho Anshuman one and only, hamesha ke liye. | STD
Tumhein sun ke khushi hogi ki main bhi one woman man hoon. Okay? Aur ye ye dekho. | STD
Wow. Mast hai yaar. Bade lucky ho Aditya takes the wallet back, takes the photo out. | STD
Nahin Lucky nahin hoon. | STD
Hmm? | STD
Oh Ye problem hai. Is ladki ne tumhein dump kiya hai. | STD
Zindagi ne hi mujhe dump kar diya. | STD
Matlab? | STD
O god. The famous silence and all. Itna bada kya secret hai tumhaara? Maine to sab kuch bata diya tumhein. Tum kyon nahin bol sakte? | STD
Anyway. Dekho. Dekho isko. Is ladki ne tumhein ditch kiya hai na? Pakdo ek minute. | STD
Ye lo. Jala do ise. | STD
Oh come on. | STD
Nahin nahin. Jalao photo. | STD
Bachchon jaisi baat mat karo. | STD
Main bata rahi hoon, bachchon jaisi baat karo, jala do photo. Tumhein bahut achcha lagega. Believe me. Jala do saali ko. Ye lo maachis Jalao jalao no tension. Okay. Ab bathroom mein jao. Aur hamesha hamesha ke liye apni zindagi se ise flush-out kar do. Jao. | STD
Better lag raha hai? Haan? | STD
You know, actually achcha lag raha hai mujhe. Ye bewakoofi ka kaam kar ke You were right. | STD
Dekha Aditya smiles. | STD
Aur main tumhein sach bataoon? Dekhne mein bure nahin ho tum. Handsome ho yaar. Ameer bhi lagte ho. Is se to bahut better ladki mil jayegi tumhein ye to shit thi tumhaare aage. | STD
Bata rahi hoon main. Main ladki hoon ki nahin? Koi bhi ladki tumhaare oopar flat ho sakti hai. Tum us type ke ho ki dekho, main Anshuman se shaadi karne waali hoon and all that but agar vo meri life mein nahin hota to you never know shayad main bhi tumse pat jaati. Just imagine. | STD
Kya hua? | STD
Tum apne aap ko bahut pasand ho, nahin? | STD
Bahut Main apni favourite hoon. | STD
Kya hua? | STD
I wish main tumhaare jaisa hota. | STD
Vo to bahut mushkil hai. Magar is se better ladki mil jayegi iski guarantee hai. | STD
Tum dila dena phir koi achchi waali. | STD
Achcha ek baat batao, main tumhein kaisi lagti hoon? | STD
Dekho, dekho mujhe. You like me? | STD
Kyon pooch rahi ho? | STD
Tell me no. | STD
Utho utho, darwaza kholo, jaldi | STD
Raid piti, raid piti. | EUP
Arey uth jao, bhaago, niklo yahan se. Jaldi darwaza kholo. | STD
Kaisi raid? | STD
Police ki raid aur kya Bhago bhago | STD
Kya ho raha hai? | STD
Bhaagna padega. | STD
Kyon? | STD
Police. | STD
To? | STD
Chalo. | STD
Sab log seedhe se neeche bhaago, main peeche ka gate khol doonga. Aur shh silent se. | STD
Arey, magar Suno to. Geet and Aditya run down the corridor with the others. | STD
Chakkar kya hai? Hum smugglers ki acting kyon kar rahe hain? | STD
Agli baar kuch suitcase type laana saath mein thoda samaan, police ko dikhaane ke liye, ki haan bhai gentry hai. | STD
Tch, mera saara samaan train mein jo chhoot gaya. | STD
Train waali pehli baar dekhi hai. Train mein hi coupe kyon nahin book kar lete? Hota hai na jismein only do log sote hain? | STD
Agli baar bataoonga. | STD
Bol kya raha hai ye? | STD
Shh | STD
Please babaji, ab to hadd paar ho chuki hai. Ab is raat mein aur koi excitement mat dena. Boring bana do ji ab is raat ko please. | DEL
Bus chhhe baje chalegi. Neend aa rahi hai? | STD
Nahin. Tumhein? | STD
Tum kyon pooch rahi thi? Ki main tumhein like karta hoon ya nahin? | STD
Arey haan, batao. Main kaisi lagti hoon. | STD
Magar kyon? | STD
Oh ho. Kyon ka koi javaab nahin hota, tum bus batao. Achchi lagti hoon? Phataak? Mast? Jaldi bolo Jaldi, jaldi. | DEL
Haan. | STD
Haan? | STD
Haan. | STD
Great. Tum mujhe like karte ho to meri sister ko bhi like karoge. Roop, meri cousin. Bilkul mere jaisi hai. Baat suno main bahut jaldi bhaagne waali hoon Anshuman ke saath. Tum aur Roop bhi saath mein bhaag lo. Tumhaari bhi problem same hai, dadaji maanenge nahin. Aur uske baad chaaron ikatthe rahenge pahadon mein bada mazaa aayega, what do you say? | DEL
Hum aisa kyon na karein, ki tum aur main bhaag jaate hain. Shaadi karte hain, aur rehte hain pahaadon par. Convenient option hai, dekho. Agar hum abhi Bhatinda nahin jaayen, to bhaag hi gaye na hum? | STD
Dekho. Agar tum Roop se shaadi karte ho, to main tumhaari saali banti hoon aadhi gharwaali. Aditya Aadhi ka kya karoonga? Mujhe poori chahiye. | STD
Mil rahi hai na Roop poori ki poori. Aur oopar se main aadhi. | STD
Bargain offer hai? | STD
Ek ke saath aadhi muft, muft, muft | STD
Tumse shaadi karta hoon tab bhi to offer valid hai. | STD
Main tumse apni behen ke rishte ki baat kar rahi hoon, tum mujhe line maar rahe ho? | STD
Main tumhein like karta hoon to us se shaadi kyon karoon? | STD
Bata to rahi hoon vo bilkul mere jaisi hai. | STD
Tum hamesha aise bakwaas karti ho ya aaj koi special occasion hai. | STD
Nahin main to hamesha bakwaas karti hoon. Tum? | STD
Meri first time hai. | STD
Bhatinda chal, milvaati hoon. | DEL
Tum to kamaal ho yaar. Maine apni life mein kisi ko itna achcha gaate huye nahin suna. Tumhien to singer hona chahiye. | STD
Sab kuch jo insaan chahta hai, vo milta kahan hai yaar? | STD
Kyon? Mujhe to lagta hai ki insaan jo kuch bhi real mein chahta hai na, actual mein, usko life mein vohi milta hai. | STD
Ek time tha jab main real mein chahta tha, actual mein. Music se bada passion nahin tha meri life mein. | STD
Life khatam ho chuki hai tumhari? Baat aise kar rahe ho jaise mar chuke ho. | STD
Mara to nahin hoon. Magar ab music vusic nahin ho sakta meri life mein. | STD
Kyon? Kyon nahin ho sakta? Aisi kya majboori hai, batao mujhe. | STD
O god. Okay yaar, okay. Mat batao. Magar phir se angry young man mat ban jao, okay? | DEL
Okay. | STD
Main hi baat shuroo karti hoon. | STD
Pani achcha hai na. | STD
Haan. | STD
Kabhi kisi ped se neher mein jump lagayee hai tumne? | STD
Geet, chalo ab neeche utarte hain. Come on. | STD
Try karna chahiye. Bahut mazaa aayega. Chalo. | STD
Geet, Geet. Main tumse poochna chahta tha. Kabhi psychiatrist ko consult kiya hai tumne? | STD
Oh shut up. | STD
Tumhein zaroorat hai. | STD
Bakwaas band karo and jump. | STD
Geet Listen, relax | STD
Socho, aisa kaam karne ka mauka shayad phir kabhi na mile. | STD
Arey karna hi nahin hai aisa kaam. Pagal jaisi baatein mat karo. | STD
Tumne bachpana try kiya na? Mazaa aaya na? Ab pagalpan try karo. | STD
Geet suno, Geet really man, Geet | STD
Idhar dekhna mat. | STD
Dharamraj Kashyap ka naam suna hai? | STD
The industrialist? Of course. Jo mar gaya last year. Kyon? | DEL
Main unka beta hoon. | STD
Tum Aditya Kashyap ho? | STD
You are the Kashyap? Vo tumhaari ma thi jo kisi ke saath bhaag gayee thi? | STD
Haan, meri maa thi. Jo bhaag gayee thi kisi ke saath. | STD
Vo yaar, news-views mein isi tarah ki language mein suna tha na. Vaise hi nikal gaya. I’m really sorry yaar. Really. | DEL
No Geet. Mujhe sunna padega. Tum kyon sorry bol rahi ho? Kisi ki ma agar itni cheap hai, itni giri hui harkat kar sakti hai to | STD
Mr Kashyap, aapko unke baare mein itni budtameezi se baat nahin karni chahiye. | STD
Kyon nahin karni chahiye, haan? Us aurat ne hamaari family ko destroy kar diya, zindagi bhar ke liye mujhe saari duniya ke aage sharminda kar diya, main kyon nahin budtameezi se baat karoon? | STD
Kyonki vo pyaar mein thi yaar. | DEL
Pyaar? Are you serious? | STD
Dekho, tumhaari mother hain, unke baare mein ye baatein samajhna mushkil hai, magar usne aisa kiya to zaroor us aadmi ke pyaar mein hogi. Aur jab koi pyaar mein hota hai to koi sahi-ghalat nahin hota. | STD
Kisne bataya tumhein ye sab? Kis ghatiya novel mein tumne ye lines padhi hain? | STD
Sab log kehte hain. All is fair is love. | STD
Jhoot kehte hain sab. It’s all bull-shit. Samjhi tum? | STD
Samajh gayee. | STD
Suno. Tum to bahut hi ameer nikle yaar. Please meri behen ke saath bhaag jao. | STD
Hum sabki life set ho jayegi. | STD
Hi Amrik. | STD
Aa gayee, aa gayee Geet aa gayee Tayee ji. | DEL
So? Kya plan hai? | STD
Dekhta hoon. | STD
Tum mere saath andar chalo. | STD
Nahin. Main chalta hoon. | STD
Kahan jaoge? | STD
Nahin, tum andar chalo. Main tumhein aise nahin jaane de sakti. Chalo. | STD
Geet, really. Main nahin aa sakta. Mera | STD
Dekho meri family aa gayee hai. Inke aage scene mat create karna. Tum kuch der yahan raho. Main tumse baat karna chahti hoon, uske baad tum chale jaana. | STD
Dekho to kaisi pagal hai | STD
Paeri-paena dadaji. | DEL
Munda kaun hai? | DEL
Ji mera friend hai dadaji. | DEL
Kis tarah ka friend hai? | DEL
Dadaji, vaisi koi baat nahin hai. | STD
Kaisi baat nahin hai? | STD
Matlab bus friend hai. | STD
To ghar kyon le aayi hai? | DEL
Vo to aisa hai dadaji ki main ise ghar nahin layee hoon. Ghar ye laaya hai mujhe. Meri na train chhoot gayee thi ek station par, raat ko. Agar ye nahin hota na Aap to jaante ho, akeli ladki khuli hui tijori hoti hai. Main ise jaanti bhi nahin thi, train mein hi mile the hum log, phir bhi ye mere saath hazaar kilometre tak aaya hai Bhatinda mujhe safely ghar pahunchaane ko. | STD
Aur to koi dosti nahin hai? Kyonki meri umar mein ek jhalak mein dikh jaata hai ki ladke-ladki ke beech kya chal raha hai. | DEL
Dadaji please. Aap mujhe sharminda kar rahe ho. | DEL
Sharminda? Agar sharam hoti tere andar to tu is tarah ke kapde pehenti? Ye kapde pehen kar ghar aayi hai to Bambai mein to nangi phirti hogi. | DEL
Naam kya hai? | STD
Ji Aditya. | STD
Aditya kya? | STD
Aditya Kumar. | STD
Paeri paena. | DEL
Hmmm Kaam kya karte ho? | STD
Ji main music ka kaam karta hoon. | STD
Hum tere karazdaar hain puttar. | DEL
Toone hamaari ladki ko hifazat se ghar pahuchaya. | HUM
Ab tujhe ek hafta hamaare saath rehna hai yahan. Taaki hum tera shukriya ada kar sakein. Tujhpar ooparwaale ki meher. | STD
Bas bas Ab iske baad mera pet phat jayega. | STD
Kya nonsense hai. Kabhi suna hai kisi ka pet phata ho? | STD
Infinite elastic ke hote hain pet. | STD
